hhid,clustnum,children16,pensioners,f_pensioners,members,maxeduc,meaneduc,percapita_exp,hh_exp,cm_16_exp
80003,80,0,1,1,7,1,0.285714286,4.202082632,6.147992781,4.396673647
80004,80,1,0,0,9,7,5.111111111,4.418534494,6.615759071,4.589596453
80005,80,4,0,0,6,4,1.166666667,4.148618447,5.940377917,4.068880529
80006,80,2,1,1,5,2,0.6,4.498062892,6.107500804,4.494917282
80007,80,3,0,0,5,2,0.6,5.295914859,6.905352771,5.220730812
80008,80,2,0,0,3,5,1.666666667,5.604372363,6.702984651,5.455319726
80009,80,9,0,0,14,2,0.357142857,3.239235566,5.878292895,3.252299236
80010,80,3,0,0,5,4,1.6,5.227171832,6.836609744,5.151987785
80011,80,0,0,0,1,4,4,5.880154087,5.880154087,5.880154087
80012,80,1,0,0,4,8,4.25,5.366510003,6.752804364,5.399134707
80013,80,1,0,0,2,6,3,5.231682387,5.924829568,5.100167909
80014,80,1,0,0,2,3,1.5,5.804025153,6.497172333,5.672510674
80015,80,1,0,0,5,5,3.2,5.602994417,7.212432329,5.678159046
80016,80,2,0,0,6,7,2,5.44116596,7.232925429,5.481606295
80017,80,3,2,1,8,7,2.5,3.963676145,6.043117686,4.016955068
80018,80,0,1,1,5,8,4.2,5.550387507,7.15982542,5.711331298
80019,80,0,0,0,2,2,1.5,5.395232672,6.088379852,5.46454739
80020,80,0,0,0,4,10,8.5,4.808191121,6.194485482,4.946820557
80021,80,1,0,0,5,6,2,5.040662776,6.650100688,5.115827405
80022,80,0,0,0,4,8,3,5.194446477,6.580740839,5.333075914
80023,80,5,2,1,11,8,3.090909091,4.55757354,6.955468813,4.613048096
80024,80,1,1,1,2,6,5.5,5.600089206,6.293236386,5.468574728
80025,80,2,0,0,4,3,1.25,4.207073182,5.593367543,4.144873421
